text,label
i am a kindergarten teacher and i am thoroughly weary of my job after having taken the university entrance exam i suffered from anxiety for weeks as i did not want to carry on with my work studies were the only alternative,Fear
my lifepartner who was drinking more and more spoke about kicking the cat he had never done anything of the kind but i knew that he would do so one day without thinking about it,Angry
estrangement from my best woman friend we have been going different ways for quite some time now but the break was total when she got married as her husband is unreasonably jealous of me,Sad
my lifepartner is going through a crisis way of life oldfashioned values and can only get out of it by talking bold decisions i have noticed his cowardice and attempts to escape his problems by drinking i detest his drinking and his being full of selfpity,Disgust
again a quarrel had come up in our difficult relationship my lifepartner threw all the books off the shelf i am sure that it disturbed our neighbours since this happened late in the night,Sad
a lonely neurotic shy girl lives nearby she has expressed a wish to meet me i have however avoided her turned down an invitation as the crisis my partner is going through uses up all my empathy,Sad
begining the weekend with my girlfriend cozyness beer and wine,Happy
the fear about my future work making ends meet and health coping,Fear
a friend of mine ridiculed me telling me that i would never accomplish anything i felt that he had interfered with my life,Angry
i felt sad at having to leave my girlfriend after constant problems and failed attempts at reconciliation my sadness was caused by the irreversibility of the decision,Sad
a man spat on the wall of a house,Disgust
in an express bus i sat on a seat meant for senior citizens and invalids,Sad
when i did not succeed in finding a job after having finished a nonacademic degree,Sad
when after an overwhelming anxiety and enquiry i understood something about why i exist and what my task in life is,Happy
